City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,galesong,-5.3166,119.3661,31.350000000000023,76,100,4.81,ID,2025-1-9
295,abancay,-13.6339,-72.8814,18.019999999999982,94,100,1.65,PE,2025-1-9
296,hawera,-39.5917,174.2833,19.70999999999998,54,11,3.93,NZ,2025-1-9
297,khovd,48.0056,91.6419,-12.810000000000002,75,75,0.49,MN,2025-1-9
298,east london,-33.0153,27.9116,24.670000000000016,78,0,3.6,ZA,2025-1-9
299,rio grande,-32.035,-52.0986,24.100000000000023,80,0,6.16,BR,2025-1-9
300,drummondville,45.8834,-72.4824,-4.6200000000000045,84,98,0.89,CA,2025-1-9
301,kamyanyets,52.4001,23.81,10.399999999999977,94,100,6.82,BY,2025-1-9
302,marshall,34.3834,-86.3333,4.259999999999991,64,100,0.45,US,2025-1-9
303,dwarka,22.2394,68.9678,25.379999999999995,46,1,2.04,IN,2025-1-9
304,golere,16.2557,-14.1017,26.110000000000014,16,0,5.55,SN,2025-1-9
305,damghan,36.1683,54.348,7.339999999999975,54,0,1.43,IR,2025-1-9
306,monrovia,6.3005,-10.7969,29.529999999999973,82,100,1.48,LR,2025-1-9
307,moses lake,47.1301,-119.2781,4.529999999999973,86,100,2.57,US,2025-1-9
308,santa elena de uairen,4.6167,-61.1333,23.980000000000018,60,74,1.51,VE,2025-1-9
309,aripuana,-9.1667,-60.6333,25.310000000000002,98,95,0.8,BR,2025-1-9
310,langepas,61.2544,75.2124,-5.829999999999984,94,100,8.25,RU,2025-1-9
311,omdurman,15.6445,32.4777,21.779999999999973,30,0,5.54,SD,2025-1-9
